index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
171,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,,,,75,75.00000,,,,,
172,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,,,,42,42.00000,,,,,
173,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,50,50.00000,,,,,
174,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,52,52.00000,,,,,
175,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,71,71.00000,,,,,
176,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,,,,90,90.00000,,,,,
177,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2018,2018,,EUR,2018,2018,Europe,,,,,TUR,Turkey,,,,,95,95.00000,,,,,
178,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,23.6,23.56303,,,,,"DHS. Turkey demographic and health survey, 1993. Demographic and Health Surveys. Ankara, Turkey, 1994 (and additional analysis)..Ministry of Health [Turkey], Hacettepe University Institute of Population Studies, and Macro International Inc.. "
179,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,10.0,9.97794,,,,,"DHS. 2013 Turkey demographic and health survey. Ankara, Turkey: Hacettepe University Institute of Population Studies, T.R. Ministry of Development and TÜBYTAK, 2014 (and additional analysis).Hacettepe University Institute of Population Studies.. "
180,NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,9.0,9.00000,,,,,"MICS. Multiple indicator cluster survey in Turkey 1995. Ankara: National Bureau of Statistics, 1996 (and additional analysis)..Ministry of Health.. Converted estimate"
181,NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,3.5,3.47934,,,,,"DHS. Demographic and health survey, 2003.  Ankara, Turkey: Hacettepe University Institute of Population Studies, MoH General Directorate of Mother and Child Health and Family Planning, State Planning Organization and the EU, 2004 (and additional analysis).Hacettepe University Institute of Population Studies, Turkey.. "
182,NUTRITION_WH2,Prevalence of overweight children aged <5 years   (% weight-for-height >+2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,9.8,9.83495,,,,,"DHS. Turkey Demographic and Health Survey 2008. Ankara, Turkey: Institute of Population Studies, Hacettepe University (and additional analysis).Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Minister Undersecretary of State Planning Organization and TÜBITAK. "
183,NUTRITION_WH2,Prevalence of overweight children aged <5 years   (% weight-for-height >+2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,,,,PUBLISHED,Published,,2018-2019,2018-2019,,EUR,2018,2019,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,8.1,8.10000,,,,,"DHS-Style. 2018 Turkey Demographic and Health Survey. Hacettepe University Institute of Population Studies, T.R. Presidency of Turkey Directorate of Strategy and Budget and TÜBİTAK, Ankara, Turkey..Hacettepe University Institute of Population Studies. "
184,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,3.9,3.89507,,,,,"DHS. Turkey demographic and health survey, 1993. Demographic and Health Surveys. Ankara, Turkey, 1994 (and additional analysis)..Ministry of Health [Turkey], Hacettepe University Institute of Population Studies, and Macro International Inc.. "
185,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,3.0,2.98127,,,,,"DHS. Turkish demographic and health survey 1998. Demographic and Health Surveys. Hacettepe University, Institute of Population Studies. Ankara, Turkey, 1999 (and additional analysis)..Hacettepe University, Institute of Population Studies. "
186,NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,1.0,1.04697,,,,,"DHS. Turkey demographic and health survey, 1993. Demographic and Health Surveys. Ankara, Turkey, 1994 (and additional analysis)..Ministry of Health [Turkey], Hacettepe University Institute of Population Studies, and Macro International Inc.. "
187,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311387,NLIS_311387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311387,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,MLE,Male,,25.1,25.10000,,,,,
188,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311387,NLIS_311387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311387,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,FMLE,Female,,23.0,23.00000,,,,,
189,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311996,NLIS_311996,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311996,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,FMLE,Female,,18.8,18.80000,,,,,
190,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312781,NLIS_312781,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312781,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,MLE,Male,,14.7,14.70000,,,,,
191,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313227,NLIS_313227,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313227,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,FMLE,Female,,9.9,9.90000,,,,,
192,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_311656,NLIS_311656,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311656,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,9.0,9.00000,,,,,
193,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312781,NLIS_312781,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312781,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,FMLE,Female,,3.9,3.90000,,,,,
194,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312781,NLIS_312781,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312781,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,3.5,3.50000,,,,,
195,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311996,NLIS_311996,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311996,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,FMLE,Female,,3.5,3.50000,,,,,
196,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312781,NLIS_312781,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312781,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,MLE,Male,,3.1,3.10000,,,,,
197,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313227,NLIS_313227,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313227,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,1.9,1.90000,,,,,
198,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313203,NLIS_313203,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313203,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,1.7,1.70000,,,,,
199,WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,30.1,30.10000,,,,,
200,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,11.9 [9.3-15.2],11.90000,9.3,15.2,,,
201,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,11.8 [9.3-15.1],11.80000,9.3,15.1,,,
202,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,11.7 [9.1-14.9],11.70000,9.1,14.9,,,
203,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,,,,11.6 [9.2-15.0],11.60000,9.2,15.0,,,
204,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,150.6 [119.0-194.4],150.60000,119.0,194.4,,,
205,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,149.6 [119.3-189.3],149.60000,119.3,189.3,,,
206,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,148.5 [116.5-190.7],148.50000,116.5,190.7,,,
207,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,147.5 [116.5-187.1],147.50000,116.5,187.1,,,
208,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,91,91.00000,,,,,
209,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,88,88.00000,,,,,
210,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,86,86.00000,,,,,
211,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,85,85.00000,,,,,
212,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,86,86.00000,,,,,
213,PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
214,PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
215,PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
216,PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,98,98.00000,,,,,
217,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,86,86.00000,,,,,
218,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,86,86.00000,,,,,
219,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,79,79.00000,,,,,
220,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,84,84.00000,,,,,
221,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,85,85.00000,,,,,
222,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,90,90.00000,,,,,
223,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,90,90.00000,,,,,
224,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
225,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,68,68.00000,,,,,
226,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,77,77.00000,,,,,
227,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,85,85.00000,,,,,
228,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,82,82.00000,,,,,
229,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,98,98.00000,,,,,
230,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
231,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
232,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,98,98.00000,,,,,
233,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,91,91.00000,,,,,
234,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,89,89.00000,,,,,
235,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,90,90.00000,,,,,
236,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,91,91.00000,,,,,
237,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
238,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
239,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
240,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
241,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,55,55.00000,,,,,
242,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,45,45.00000,,,,,
243,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,86,86.00000,,,,,
244,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,86,86.00000,,,,,
245,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,78,78.00000,,,,,
246,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,69,69.00000,,,,,
247,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,85,85.00000,,,,,
248,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,90,90.00000,,,,,
249,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2018,2018,,EUR,2018,2018,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,98,98.00000,,,,,
250,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,63,63.00000,,,,,
251,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,62,62.00000,,,,,
252,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,61,61.00000,,,,,
253,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,64,64.00000,,,,,
