index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
200,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,1999.0,1999,,EUR,Europe,,TUR,1999,1999,Turkey,,,,,41271.0,41271.00000,,,,,
201,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,,,,41594.0,41594.00000,,,,,
202,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,,,,114298.0,114298.00000,,,,,
203,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,,,,113872.0,113872.00000,,,,,
204,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,,,,116145.0,116145.00000,,,,,
205,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,,,,118982.0,118982.00000,,,,,
206,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,,,,121723.0,121723.00000,,,,,
207,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,,,,127109.0,127109.00000,,,,,
208,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,141836.0,141836.00000,,,,,
209,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,,,,147583.0,147583.00000,,,,,
210,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,154533.0,154533.00000,,,,,
211,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,,,,165115.0,165115.00000,,,,,
212,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,176887.0,176887.00000,,,,,
213,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,188372.0,188372.00000,,,,,
214,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,,,,192971.0,192971.00000,,,,,
215,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,195270.0,195270.00000,,,,,
216,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,,,,205889.0,205889.00000,,,,,
217,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,205408.0,205408.00000,,,,,
218,HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5320,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,,,,219883.0,219883.00000,,,,,
219,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,,,,72607.0,72607.00000,,,,,
220,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,,,,72393.0,72393.00000,,,,,
221,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,,,,74483.0,74483.00000,,,,,
222,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,,,,75753.0,75753.00000,,,,,
223,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,,,,78182.0,78182.00000,,,,,
224,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,,,,82626.0,82626.00000,,,,,
225,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,94661.0,94661.00000,,,,,
226,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,,,,99910.0,99910.00000,,,,,
227,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,105176.0,105176.00000,,,,,
228,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,,,,114772.0,114772.00000,,,,,
229,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,124982.0,124982.00000,,,,,
230,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,134906.0,134906.00000,,,,,
231,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,,,,139544.0,139544.00000,,,,,
232,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,142432.0,142432.00000,,,,,
233,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,,,,152803.0,152803.00000,,,,,
234,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,152952.0,152952.00000,,,,,
235,HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5321,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,,,,166142.0,166142.00000,,,,,
236,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1975.0,1975,,EUR,Europe,,TUR,1975,1975,Turkey,,,,,12975.0,12975.00000,,,,,
237,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,,,,13873.0,13873.00000,,,,,
238,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1977.0,1977,,EUR,Europe,,TUR,1977,1977,Turkey,,,,,16785.0,16785.00000,,,,,
239,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,,,,16219.0,16219.00000,,,,,
240,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1979.0,1979,,EUR,Europe,,TUR,1979,1979,Turkey,,,,,15904.0,15904.00000,,,,,
241,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1980.0,1980,,EUR,Europe,,TUR,1980,1980,Turkey,,,,,15880.0,15880.00000,,,,,
242,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1981.0,1981,,EUR,Europe,,TUR,1981,1981,Turkey,,,,,13890.0,13890.00000,,,,,
243,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1982.0,1982,,EUR,Europe,,TUR,1982,1982,Turkey,,,,,13454.0,13454.00000,,,,,
244,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1983.0,1983,,EUR,Europe,,TUR,1983,1983,Turkey,,,,,14570.0,14570.00000,,,,,
245,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,,,,15536.0,15536.00000,,,,,
246,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,,,,17987.0,17987.00000,,,,,
247,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,,,,19127.0,19127.00000,,,,,
248,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,,,,21982.0,21982.00000,,,,,
249,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,,,,25665.0,25665.00000,,,,,
250,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,,,,27805.0,27805.00000,,,,,
251,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,,,,30415.0,30415.00000,,,,,
252,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,33724.0,33724.00000,,,,,
253,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,,,,35096.0,35096.00000,,,,,
254,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,,,,36263.0,36263.00000,,,,,
255,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,,,,35604.0,35604.00000,,,,,
256,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,,,,39551.0,39551.00000,,,,,
257,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,,,,38945.0,38945.00000,,,,,
258,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,,,,40230.0,40230.00000,,,,,
259,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,,,,41059.0,41059.00000,,,,,
260,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,1999.0,1999,,EUR,Europe,,TUR,1999,1999,Turkey,,,,,41271.0,41271.00000,,,,,
261,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,,,,41594.0,41594.00000,,,,,
262,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,,,,41691.0,41691.00000,,,,,
263,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,,,,41479.0,41479.00000,,,,,
264,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,,,,41662.0,41662.00000,,,,,
265,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,,,,43229.0,43229.00000,,,,,
266,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,,,,43541.0,43541.00000,,,,,
267,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,,,,44483.0,44483.00000,,,,,
268,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,47175.0,47175.00000,,,,,
269,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,,,,47673.0,47673.00000,,,,,
270,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,49357.0,49357.00000,,,,,
271,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,,,,50343.0,50343.00000,,,,,
272,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,51905.0,51905.00000,,,,,
273,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,53466.0,53466.00000,,,,,
274,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,,,,53427.0,53427.00000,,,,,
275,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,52838.0,52838.00000,,,,,
276,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,,,,53086.0,53086.00000,,,,,
277,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,52456.0,52456.00000,,,,,
278,HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5322,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,,,,53741.0,53741.00000,,,,,
279,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,,,,1.95,1.95000,,,,,Includes Dentists .
280,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,1.937,1.93700,,,,,Includes Dentists .
281,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,,,,1.92,1.92000,,,,,Includes Dentists .
282,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,,,,1.954,1.95400,,,,,Includes Dentists .
283,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,,,,1.99,1.99000,,,,,Includes Dentists .
284,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,,,,2.003,2.00300,,,,,Includes Dentists .
285,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,,,,2.088,2.08800,,,,,Includes Dentists .
286,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,,,,2.11,2.11000,,,,,Includes Dentists .
287,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,,,,2.188,2.18800,,,,,Includes Dentists .
288,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,1999.0,1999,,EUR,Europe,,TUR,1999,1999,Turkey,,,,,2.284,2.28400,,,,,Includes Dentists .
289,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,,,,2.515,2.51500,,,,,Includes Dentists .
290,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,,,,2.504,2.50400,,,,,Includes Dentists .
291,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,,,,2.513,2.51300,,,,,Includes Dentists .
292,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,,,,2.685,2.68500,,,,,Includes Dentists .
293,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,,,,2.67,2.67000,,,,,Includes Dentists .
294,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,,,,2.673,2.67300,,,,,Includes Dentists .
295,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,,,,2.666,2.66600,,,,,Includes Dentists .
296,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,2.771,2.77100,,,,,Includes Dentists .
297,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,,,,2.834,2.83400,,,,,Includes Dentists .
298,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,2.887,2.88700,,,,,Includes Dentists .
299,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,,,,2.963,2.96300,,,,,Includes Dentists .
300,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,2.873,2.87300,,,,,Includes Dentists .
301,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,2.867,2.86700,,,,,Includes Dentists .
302,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,,,,2.936,2.93600,,,,,Includes Dentists .
303,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,2.978,2.97800,,,,,Includes Dentists .
304,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,,,,3.162,3.16200,,,,,Includes Dentists .
305,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,3.341,3.34100,,,,,"Includes Professionally active dentists. Data source: OECD Health Data, accessed November 2019"
306,HWF_0010,Dentists (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5323,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,,,,3.438,3.43800,,,,,"Includes Professionally active dentists. Data source: OECD Health Data, accessed November 2019"
307,HWF_0011,Dentists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5324,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,,,,10132.0,10132.00000,,,,,Includes Dentists .
308,HWF_0011,Dentists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5324,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,,,,10514.0,10514.00000,,,,,Includes Dentists .
309,HWF_0011,Dentists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5324,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,10623.0,10623.00000,,,,,Includes Dentists .
310,HWF_0011,Dentists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5324,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,,,,10703.0,10703.00000,,,,,Includes Dentists .
311,HWF_0011,Dentists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5324,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,,,,11069.0,11069.00000,,,,,Includes Dentists .
312,HWF_0011,Dentists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5324,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,,,,11457.0,11457.00000,,,,,Includes Dentists .
313,HWF_0011,Dentists (number),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5324,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,,,,11717.0,11717.00000,,,,,Includes Dentists .
