index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
163,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,81.1,81.10000,,,,,
164,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,88.2,88.20000,,,,,
165,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,69.2,69.20000,,,,,
166,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,84.2,84.20000,,,,,
167,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,98.8,98.80000,,,,,
168,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,100.0,100.00000,,,,,
169,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,63.0,63.00000,,,,,
170,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,84.3,84.30000,,,,,
171,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,90.8,90.80000,,,,,
172,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,94.9,94.90000,,,,,
173,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,99.0,99.00000,,,,,
174,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,83.3,83.30000,,,,,
175,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,90.5,90.50000,,,,,
176,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,69.3,69.30000,,,,,
177,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,86.9,86.90000,,,,,
178,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,98.1,98.10000,,,,,
179,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,99.1,99.10000,,,,,
180,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,72.6,72.60000,,,,,
181,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,86.2,86.20000,,,,,
182,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,93.7,93.70000,,,,,
183,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,97.8,97.80000,,,,,
184,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,99.4,99.40000,,,,,
185,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,77.1,77.10000,,,,,
186,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,83.3,83.30000,,,,,
187,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,67.7,67.70000,,,,,
188,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,80.8,80.80000,,,,,
189,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,91.1,91.10000,,,,,
190,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,96.2,96.20000,,,,,
191,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,74.1,74.10000,,,,,
192,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,76.9,76.90000,,,,,
193,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,83.2,83.20000,,,,,
194,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,90.8,90.80000,,,,,
195,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,90.4,90.40000,,,,,
196,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,57.0,57.00000,,,,,
197,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,60.9,60.90000,,,,,
198,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,50.1,50.10000,,,,,
199,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,56.1,56.10000,,,,,
200,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,71.8,71.80000,,,,,
201,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,79.3,79.30000,,,,,
202,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,46.5,46.50000,,,,,
203,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,54.6,54.60000,,,,,
204,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,58.7,58.70000,,,,,
205,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,63.4,63.40000,,,,,
206,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,72.9,72.90000,,,,,
207,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,60.5,60.50000,,,,,
208,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,66.5,66.50000,,,,,
209,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,48.7,48.70000,,,,,
210,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,61.0,61.00000,,,,,
211,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,76.8,76.80000,,,,,
212,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,83.6,83.60000,,,,,
213,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,45.5,45.50000,,,,,
214,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,62.9,62.90000,,,,,
215,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,65.1,65.10000,,,,,
216,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,73.3,73.30000,,,,,
217,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,81.5,81.50000,,,,,
218,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,82.8,82.80000,,,,,
219,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,85.2,85.20000,,,,,
220,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,78.9,78.90000,,,,,
221,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,82.9,82.90000,,,,,
222,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,92.7,92.70000,,,,,
223,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,93.5,93.50000,,,,,
224,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,78.6,78.60000,,,,,
225,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,79.5,79.50000,,,,,
226,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,83.0,83.00000,,,,,
227,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,93.3,93.30000,,,,,
228,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,90.7,90.70000,,,,,
229,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,85.2,85.20000,,,,,
230,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,88.1,88.10000,,,,,
231,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,79.9,79.90000,,,,,
232,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,85.8,85.80000,,,,,
233,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,92.8,92.80000,,,,,
234,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,97.0,97.00000,,,,,
235,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,75.9,75.90000,,,,,
236,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,82.4,82.40000,,,,,
237,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,85.9,85.90000,,,,,
238,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,93.9,93.90000,,,,,
239,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,95.1,95.10000,,,,,
240,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,,,,87.3,87.30000,,,,,
241,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,89.3,89.30000,,,,,
242,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,82.9,82.90000,,,,,
243,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,86.1,86.10000,,,,,
244,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,95.6,95.60000,,,,,
