index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
159,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS05-09,5-9 years,,FMLE,Female,,,,,,,,0.0,0.00000,,,,,
160,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,,,,0.0,0.00000,,,,,
161,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS10-14,10-14 years,,BTSX,Both sexes,,,,,,,,0.7,0.70000,,,,,
162,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS10-14,10-14 years,,FMLE,Female,,,,,,,,0.8,0.80000,,,,,
163,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS10-14,10-14 years,,MLE,Male,,,,,,,,0.7,0.70000,,,,,
164,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS15-19,15-19 years,,BTSX,Both sexes,,,,,,,,10.0,10.00000,,,,,
165,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS15-19,15-19 years,,FMLE,Female,,,,,,,,7.5,7.50000,,,,,
166,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS15-19,15-19 years,,MLE,Male,,,,,,,,12.4,12.40000,,,,,
167,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS20-24,20-24 years,,BTSX,Both sexes,,,,,,,,14.8,14.80000,,,,,
168,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS20-24,20-24 years,,FMLE,Female,,,,,,,,6.8,6.80000,,,,,
169,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS20-24,20-24 years,,MLE,Male,,,,,,,,22.6,22.60000,,,,,
170,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS25-29,25-29 years,,BTSX,Both sexes,,,,,,,,16.5,16.50000,,,,,
171,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS25-29,25-29 years,,FMLE,Female,,,,,,,,6.9,6.90000,,,,,
172,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS25-29,25-29 years,,MLE,Male,,,,,,,,25.9,25.90000,,,,,
173,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,,,,5.4,5.40000,,,,,
174,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,,,,4.2,4.20000,,,,,
175,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,,,,6.5,6.50000,,,,,
176,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS20-29,20-29  years,,BTSX,Both sexes,,,,,,,,15.6,15.60000,,,,,
177,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS20-29,20-29  years,,FMLE,Female,,,,,,,,6.8,6.80000,,,,,
178,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS20-29,20-29  years,,MLE,Male,,,,,,,,24.3,24.30000,,,,,
179,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS30-39,30-39  years,,BTSX,Both sexes,,,,,,,,13.8,13.80000,,,,,
180,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS30-39,30-39  years,,FMLE,Female,,,,,,,,4.9,4.90000,,,,,
181,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS30-39,30-39  years,,MLE,Male,,,,,,,,22.7,22.70000,,,,,
182,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS40-49,40-49  years,,BTSX,Both sexes,,,,,,,,6.7,6.70000,,,,,
183,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS40-49,40-49  years,,FMLE,Female,,,,,,,,2.4,2.40000,,,,,
184,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS40-49,40-49  years,,MLE,Male,,,,,,,,11.3,11.30000,,,,,
185,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS50-59,50-59  years,,BTSX,Both sexes,,,,,,,,3.1,3.10000,,,,,
186,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS50-59,50-59  years,,FMLE,Female,,,,,,,,1.4,1.40000,,,,,
187,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS50-59,50-59  years,,MLE,Male,,,,,,,,4.9,4.90000,,,,,
188,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS60-69,60-69  years,,BTSX,Both sexes,,,,,,,,3.0,3.00000,,,,,
189,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS60-69,60-69  years,,FMLE,Female,,,,,,,,1.5,1.50000,,,,,
190,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS60-69,60-69  years,,MLE,Male,,,,,,,,4.9,4.90000,,,,,
191,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS70-79,70-79 years,,BTSX,Both sexes,,,,,,,,5.6,5.60000,,,,,
192,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS70-79,70-79 years,,FMLE,Female,,,,,,,,2.3,2.30000,,,,,
193,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS70-79,70-79 years,,MLE,Male,,,,,,,,9.8,9.80000,,,,,
194,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS80PLUS,80+ years,,BTSX,Both sexes,,,,,,,,10.1,10.10000,,,,,
195,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS80PLUS,80+ years,,FMLE,Female,,,,,,,,5.4,5.40000,,,,,
196,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS80PLUS,80+ years,,MLE,Male,,,,,,,,18.5,18.50000,,,,,
197,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS15-29,15-29  years,,BTSX,Both sexes,,,,,,,,13.7,13.70000,,,,,
198,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS30-49,30-49 years,,BTSX,Both sexes,,,,,,,,10.6,10.60000,,,,,
199,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS15-29,15-29  years,,FMLE,Female,,,,,,,,7.1,7.10000,,,,,
200,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS30-49,30-49 years,,FMLE,Female,,,,,,,,3.8,3.80000,,,,,
201,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS15-29,15-29  years,,MLE,Male,,,,,,,,20.1,20.10000,,,,,
202,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_UMI,2016,2016,Upper-middle-income,,TUR,Turkey,,YEARS30-49,30-49 years,,MLE,Male,,,,,,,,17.5,17.50000,,,,,
203,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,46[ 40-53],46.15403,39.81316,52.83862,,,
204,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,34[ 28-39],33.58936,27.96722,39.27387,,,
205,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,59[ 51-67],59.11822,50.85813,67.48004,,,
206,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,47[ 40-53],46.56987,40.17187,53.31468,,,
207,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,29[ 25-34],29.44939,24.5202,34.43327,,,
208,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,69[ 59-79],68.84060,59.22208,78.57758,,,
209,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,EUR,Europe,,,2012,2016,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,<0.1,0.00620,,,,,
210,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,EUR,Europe,,,2012,2016,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,<0.1,0.00422,,,,,
211,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,EUR,Europe,,,2012,2016,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,<0.1,0.00519,,,,,
212,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,0.3,0.27233,,,,,
213,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,0.3,0.31835,,,,,
214,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,0.3,0.29570,,,,,
215,SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,,,,,,,,,,73,73.00000,,,,,
216,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,,,,,,,,,,2.78,2.78109,,,,,
217,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,,,,,,,,,,2.59,2.59126,,,,,
218,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,,,,,,,,,,2.41,2.41448,,,,,
219,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,,,,,,,,,,2.15,2.14674,,,,,
220,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,,,,,,,,,,1.22,1.21725,,,,,
221,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,,,,,,,,,,0.47,0.47216,,,,,
222,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,,,,,,,,,,0.18,0.17811,,,,,
223,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,,,,,,,,,,0.07,0.06920,,,,,
224,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,,,,,,,,,,0.04,0.03627,,,,,
225,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,,,,,,,,,,0.01,0.00820,,,,,
226,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
227,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
228,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
229,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
230,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
231,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
232,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
233,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
234,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
235,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,35.4,35.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
236,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,15.7,15.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
237,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,55.1,55.10000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
238,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,33.4,33.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
239,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16.1,16.10000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
240,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,50.8,50.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
241,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,31.7,31.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
242,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16.4,16.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
