index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
224,HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2935,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
225,HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2935,PUBLISHED,Published,,2019.0,2019,,EUR,Europe,,TUR,2019,2019,Turkey,,No data,,,,,,
226,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,No data,,,,,,
227,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,No data,,,,,,
228,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,No data,,,,,,
229,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,No data,,,,,,
230,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,No data,,,,,,
231,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,No data,,,,,,
232,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,No data,,,,,,
233,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,No data,,,,,,
234,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,No data,,,,,,
235,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,1999.0,1999,,EUR,Europe,,TUR,1999,1999,Turkey,,No data,,,,,,
236,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,No data,,,,,,
237,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,No data,,,,,,
238,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,No data,,,,,,
239,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,No data,,,,,,
240,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,No data,,,,,,
241,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,No data,,,,,,
242,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,No data,,,,,,
243,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,No data,,,,,,
244,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,No data,,,,,,
245,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,No data,,,,,,
246,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,No data,,,,,,
247,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,No data,,,,,,
248,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,No data,,,,,,
249,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,No data,,,,,,
250,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,No data,,,,,,
251,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,No data,,,,,,
252,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,No data,,,,,,
253,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2017.0,2017,,EUR,Europe,,TUR,2017,2017,Turkey,,No data,,,,,,
254,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2018.0,2018,,EUR,Europe,,TUR,2018,2018,Turkey,,No data,,,,,,
255,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2933,PUBLISHED,Published,,2019.0,2019,,EUR,Europe,,TUR,2019,2019,Turkey,,No data,,,,,,
