index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
773,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
774,SA_0000001536,On-premise sales restrictions to intoxicated persons,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1405,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
775,SA_0000001536,On-premise sales restrictions to intoxicated persons,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1405,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,No,,,,,,
776,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
777,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,ban,,,,,,
778,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,ban,,,,,,
779,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
780,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
781,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,ban,,,,,,
782,SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
783,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,ban,,,,,,
784,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,ban,,,,,,
785,SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
786,SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
787,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,ban,,,,,,
788,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,ban,,,,,,
789,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,ban,,,,,,
790,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
791,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,ban,,,,,,
792,SA_0000001543,Government monopoly on retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,No,,,,,,
793,SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,No,,,,,,
794,SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
795,SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,No,,,,,,
796,SA_0000001543,Government monopoly on retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,No,,,,,,
797,SA_0000001543,Government monopoly on retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
798,SA_0000001550,Excise tax on alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1399,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
799,SA_0000001550,Excise tax on alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1399,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
800,SA_0000001550,Excise tax on alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1399,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
801,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
802,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,no restrictions,,,,,,
803,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
804,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
805,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
806,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
807,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
808,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
809,SA_0000001549,Duty paid or excise stamp on alcohol container,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2349,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
810,SA_0000001549,Duty paid or excise stamp on alcohol container,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2349,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
811,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,ban,,,,,,
812,SA_0000001549,Duty paid or excise stamp on alcohol container,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2349,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
813,SA_0000001551,Value-added tax (VAT) on alcohol (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2350,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,18%,,,,,,
814,SA_0000001555,Health warning labels on alcohol containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2354,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,Yes,,,,,,
815,SA_0000001554,Health warning labels on alcohol advertising,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2353,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,Total ban,,,,,,
816,SA_0000001544,Licence required for production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
817,SA_0000001544,Licence required for production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
818,SA_0000001544,Licence required for production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
819,SA_0000001545,Licence required for retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
820,SA_0000001545,Licence required for retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
821,SA_0000001545,Licence required for retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
822,SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,MLE,Male,,,,,,,,8.1,,,,,,
823,SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,4.8,,,,,,
824,SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,FMLE,Female,,,,,,,,1.7,,,,,,
825,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,No,,,,,,
826,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,Yes,,,,,,
827,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,No,,,,,,
828,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,Yes,,,,,,
829,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,No,,,,,,
830,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,No,,,,,,
831,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,No,,,,,,
832,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,Yes,,,,,,
833,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,Yes,,,,,,
834,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,No,,,,,,
835,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,Yes,,,,,,
836,SA_0000001459,"Road traffic injuries, age-standardized death rates (15+), per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,MLE,Male,,,,,,,,17.2,,,,,,
837,SA_0000001457,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,MLE,Male,,,,,,,,14.2,,,,,,
838,SA_0000001459,"Road traffic injuries, age-standardized death rates (15+), per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,FMLE,Female,,,,,,,,3.8,,,,,,
839,SA_0000001457,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,FMLE,Female,,,,,,,,7.5,,,,,,
840,SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,18,,,,,,
841,SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,18,,,,,,
842,SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,18,,,,,,
843,SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,0.02%,,,,,,
844,SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,0.05%,,,,,,
845,SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,0.02%,,,,,,
846,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,,,,,,,1060.78,1060.78000,,,,,
847,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,,,,,,,1464.27,1464.27000,,,,,
848,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,1557.91,1557.91000,,,,,
849,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,,,,,,,1217.32,1217.32000,,,,,
850,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,,,,,,,1430.57,1430.57000,,,,,
851,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,,,,,,,1611.62,1611.62000,,,,,
852,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,,,,,,,1324.2,1324.20000,,,,,
853,SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,,,,,,,1620.21,1620.21000,,,,,
854,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,4215,4215.00000,,,,,
855,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,888,888.00000,,,,,
856,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,1065,1065.00000,,,,,
857,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,3348,3348.00000,,,,,
858,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,2112,2112.00000,,,,,
859,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,128.74,128.74000,,,,,
860,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,1541,1541.00000,,,,,
861,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,4215,4215.00000,,,,,
862,SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,888,888.00000,,,,,
863,SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,0.3,0.30000,,,,,
864,SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,,,,,,,0.3,0.30000,,,,,
865,SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,,,,,,,0.2,0.20000,,,,,
866,SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,,,,,,,0.4,0.40000,,,,,
867,SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,,,,,,,0.4,0.40000,,,,,
868,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,2.0,2.04757,,,,,
869,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,FMLE,Female,,,,,,,,0.6,0.55945,,,,,
870,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,MLE,Male,,,,,,,,3.6,3.61924,,,,,
871,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,2.1,2.12464,,,,,
872,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,FMLE,Female,,,,,,,,0.6,0.58163,,,,,
873,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,MLE,Male,,,,,,,,3.8,3.75972,,,,,
874,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,2.3,2.31657,,,,,
875,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,FMLE,Female,,,,,,,,0.6,0.63653,,,,,
