index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
150,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,93 [71–117],92.92698,70.5062,116.98051,,,
151,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,201 [173–234],201.41394,172.67778,234.34344,,,
152,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,338 [279–394],337.77753,278.66888,394.15649,,,
153,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,108566 [63094–158126],108566.23140,63093.76172,158126.375,,,
154,WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,10,9.78550,,,,,
155,WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,8,8.06394,,,,,
156,WSH_30_SAN,Number of diarrhoea DALYs from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,860,860.11396,,,,,
157,WSH_20_SAN,Attributable fraction of diarrhoea to inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,0.03 [-0.01-0.05],0.03000,-0.01,0.05,,,
158,WSH_10_WAT,Number of diarrhoea deaths from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,32,32.00000,,,,,
159,WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,3755,3755.25037,,,,,
160,WSH_20_HYG,Attributable fraction of diarrhoea to inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,0.11 [0.00-0.56],0.11000,0.0,0.56,,,
161,WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,104,104.05408,,,,,
162,WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,126,126.26850,,,,,
163,WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,47,47.00000,,,,,
164,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,147 181,147180.71760,,,,,
165,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,124 181,124180.72710,,,,,
166,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,883189 [784261-987554],883189.00000,784261.0,987554.0,,,
167,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,29 719,29718.55560,,,,,
168,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,40 700,40700.43976,,,,,
169,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,96,96.41821,,,,,
170,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.79973,,,,,
171,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,92,92.27643,,,,,
172,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,97,96.69164,,,,,
173,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,96,95.99119,,,,,
174,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,98,97.91648,,,,,
175,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.70956,,,,,
176,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,97,96.73414,,,,,
177,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,99,98.89722,,,,,
178,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.63443,,,,,
179,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,100,99.63028,,,,,
180,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,99,98.88087,,,,,
181,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.61940,,,,,
182,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,53,52.89798,,,,,
183,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,61,61.09279,,,,,
184,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,54,53.70037,,,,,
185,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,62,61.65852,,,,,
186,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,66,65.94527,,,,,
187,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,61,60.56884,,,,,
188,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,67,66.56149,,,,,
189,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2011.0,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,61,61.46984,,,,,
190,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,86,85.52758,,,,,
191,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,91,91.34638,,,,,
192,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,75,75.05372,,,,,
193,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,87,86.66834,,,,,
194,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,96,95.50272,,,,,
195,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,82,82.41346,,,,,
196,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,92,92.27620,,,,,
197,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,96,96.33896,,,,,
198,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,97,97.19436,,,,,
199,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,100,99.82245,,,,,
200,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,90,89.86342,,,,,
201,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,97,97.24644,,,,,
202,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.19912,,,,,
203,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.11850,,,,,
204,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.48594,,,,,
205,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.17753,,,,,
206,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.17797,,,,,
207,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.39944,,,,,
208,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.06960,,,,,
209,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.18987,,,,,
210,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.38115,,,,,
211,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.00000,,,,,
212,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.24934,,,,,
213,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.32969,,,,,
214,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.00000,,,,,
215,WSH_3,"Water, sanitation and hygiene attributable deaths per 100'000 capita",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.31000,,,,,
216,WSH_4,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,85,84.76000,,,,,
217,WSH_5,"Water, sanitation and hygiene attributable DALYs ('000)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,224881,224881.34000,,,,,
218,WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,198175,198174.53000,,,,,
219,AIR_14,Household air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,11,10.59000,,,,,
220,AIR_18,Household air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,364,363.70000,,,,,
221,UV_1,UV radiation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2395,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,2924,2924.00000,,,,,
222,EQ_WATER,Population using improved drinking-water sources (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/8,,,,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,,,,,,,,,,WQ4,Q4,,,,,,,,,,,,,,77.3,,,,,,
223,EQ_WATER,Population using improved drinking-water sources (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/8,,,,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,,,,,,,56.4,,,,,,
224,EQ_WATER,Population using improved drinking-water sources (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/8,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,,,,,,,81.0,,,,,,
225,EQ_WATER,Population using improved drinking-water sources (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/8,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,,,,WQ2,Q2,,,,,,,,,,,,,,76.0,,,,,,
226,AIR_2_1,Ambient air pollution in urban areas (Annual PM<sub>10</sub> [&#956;g/m<sup>3</sup>]),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1349,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,66,66.00000,,,,,
227,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,798,798.15885,,,,,
228,TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,10,10.19322,,,,,
229,TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,102,101.79934,,,,,
