index,GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
5163,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,16635,16635.00000,,,,,
5164,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,33623,33623.00000,,,,,
5165,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,15500,15500.00000,,,,,
5166,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,51773,51773.00000,,,,,
5167,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,23999,23999.00000,,,,,
5168,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,27774,27774.00000,,,,,
5169,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1999.0,1999,,EUR,1999,1999,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,56112,56112.00000,,,,,
5170,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1995.0,1995,,EUR,1995,1995,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,34876,34876.00000,,,,,
5171,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1995.0,1995,,EUR,1995,1995,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,39716,39716.00000,,,,,
5172,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1994.0,1994,,EUR,1994,1994,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,79534,79534.00000,,,,,
5173,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1994.0,1994,,EUR,1994,1994,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,37265,37265.00000,,,,,
5174,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1994.0,1994,,EUR,1994,1994,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,42269,42269.00000,,,,,
5175,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989.0,1989,,EUR,1989,1989,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,110886,110886.00000,,,,,
5176,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989.0,1989,,EUR,1989,1989,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,52356,52356.00000,,,,,
5177,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1989.0,1989,,EUR,1989,1989,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,58530,58530.00000,,,,,
5178,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988.0,1988,,EUR,1988,1988,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,118947,118947.00000,,,,,
5179,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984.0,1984,,EUR,1984,1984,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,81842,81842.00000,,,,,
5180,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983.0,1983,,EUR,1983,1983,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,165211,165211.00000,,,,,
5181,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983.0,1983,,EUR,1983,1983,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,78351,78351.00000,,,,,
5182,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983.0,1983,,EUR,1983,1983,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,86860,86860.00000,,,,,
5183,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978.0,1978,,EUR,1978,1978,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,98700,98700.00000,,,,,
5184,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1978.0,1978,,EUR,1978,1978,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,108942,108942.00000,,,,,
5185,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977.0,1977,,EUR,1977,1977,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,215206,215206.00000,,,,,
5186,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1977.0,1977,,EUR,1977,1977,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,102375,102375.00000,,,,,
5187,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973.0,1973,,EUR,1973,1973,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,125963,125963.00000,,,,,
5188,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972.0,1972,,EUR,1972,1972,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,245849,245849.00000,,,,,
5189,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972.0,1972,,EUR,1972,1972,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,117498,117498.00000,,,,,
5190,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972.0,1972,,EUR,1972,1972,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,128351,128351.00000,,,,,
5191,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967.0,1967,,EUR,1967,1967,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,127348,127348.00000,,,,,
5192,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967.0,1967,,EUR,1967,1967,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,138502,138502.00000,,,,,
5193,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966.0,1966,,EUR,1966,1966,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,270908,270908.00000,,,,,
5194,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966.0,1966,,EUR,1966,1966,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,129790,129790.00000,,,,,
5195,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961.0,1961,,EUR,1961,1961,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,304332,304332.00000,,,,,
5196,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961.0,1961,,EUR,1961,1961,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,145191,145191.00000,,,,,
5197,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961.0,1961,,EUR,1961,1961,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,159141,159141.00000,,,,,
5198,CM_01,Number of under-five deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960.0,1960,,EUR,1960,1960,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,310308,310308.00000,,,,,
5199,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,15070,15070.00000,,,,,
5200,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,6887,6887.00000,,,,,
5201,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,8183,8183.00000,,,,,
5202,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,15974,15974.00000,,,,,
5203,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,11199,11199.00000,,,,,
5204,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,22344,22344.00000,,,,,
5205,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,10277,10277.00000,,,,,
5206,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,12067,12067.00000,,,,,
5207,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,33302,33302.00000,,,,,
5208,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,15323,15323.00000,,,,,
5209,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,17979,17979.00000,,,,,
5210,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,36103,36103.00000,,,,,
5211,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16606,16606.00000,,,,,
5212,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,26212,26212.00000,,,,,
5213,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997.0,1997,,EUR,1997,1997,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,51795,51795.00000,,,,,
5214,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997.0,1997,,EUR,1997,1997,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,23855,23855.00000,,,,,
5215,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997.0,1997,,EUR,1997,1997,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,27940,27940.00000,,,,,
5216,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1992.0,1992,,EUR,1992,1992,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,31596,31596.00000,,,,,
5217,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1992.0,1992,,EUR,1992,1992,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,37018,37018.00000,,,,,
5218,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1991.0,1991,,EUR,1991,1991,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,72549,72549.00000,,,,,
5219,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1991.0,1991,,EUR,1991,1991,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,33415,33415.00000,,,,,
5220,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1986.0,1986,,EUR,1986,1986,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,98577,98577.00000,,,,,
5221,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1986.0,1986,,EUR,1986,1986,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,45422,45422.00000,,,,,
5222,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1986.0,1986,,EUR,1986,1986,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,53155,53155.00000,,,,,
5223,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1985.0,1985,,EUR,1985,1985,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,104836,104836.00000,,,,,
5224,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1981.0,1981,,EUR,1981,1981,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,59506,59506.00000,,,,,
5225,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1981.0,1981,,EUR,1981,1981,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,69932,69932.00000,,,,,
5226,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1980.0,1980,,EUR,1980,1980,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,134808,134808.00000,,,,,
5227,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1980.0,1980,,EUR,1980,1980,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,61935,61935.00000,,,,,
5228,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1980.0,1980,,EUR,1980,1980,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,72873,72873.00000,,,,,
5229,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1975.0,1975,,EUR,1975,1975,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,158126,158126.00000,,,,,
5230,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1975.0,1975,,EUR,1975,1975,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,72879,72879.00000,,,,,
5231,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1975.0,1975,,EUR,1975,1975,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,85247,85247.00000,,,,,
5232,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1974.0,1974,,EUR,1974,1974,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,161978,161978.00000,,,,,
5233,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1970.0,1970,,EUR,1970,1970,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,92545,92545.00000,,,,,
5234,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1969.0,1969,,EUR,1969,1969,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,174721,174721.00000,,,,,
5235,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1969.0,1969,,EUR,1969,1969,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,81086,81086.00000,,,,,
5236,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1969.0,1969,,EUR,1969,1969,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,93635,93635.00000,,,,,
5237,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1964.0,1964,,EUR,1964,1964,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,189646,189646.00000,,,,,
5238,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1964.0,1964,,EUR,1964,1964,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,87723,87723.00000,,,,,
5239,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1964.0,1964,,EUR,1964,1964,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,101923,101923.00000,,,,,
5240,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1963.0,1963,,EUR,1963,1963,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,194331,194331.00000,,,,,
5241,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1963.0,1963,,EUR,1963,1963,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,89733,89733.00000,,,,,
5242,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1959.0,1959,,EUR,1959,1959,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,114218,114218.00000,,,,,
5243,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1958.0,1958,,EUR,1958,1958,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,213662,213662.00000,,,,,
5244,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1958.0,1958,,EUR,1958,1958,Europe,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,98077,98077.00000,,,,,
5245,CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1958.0,1958,,EUR,1958,1958,Europe,,TUR,Turkey,,,,,MLE,Male,,,,,,,,115585,115585.00000,,,,,
5246,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,2010.0,2010,,EUR,2010,2010,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,12560,12560.00000,,,,,
5247,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,2009.0,2009,,EUR,2009,2009,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,13338,13338.00000,,,,,
5248,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,14238,14238.00000,,,,,
5249,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,15260,15260.00000,,,,,
5250,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,16419,16419.00000,,,,,
5251,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,39308,39308.00000,,,,,
5252,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1992.0,1992,,EUR,1992,1992,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,41619,41619.00000,,,,,
5253,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1991.0,1991,,EUR,1991,1991,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,43913,43913.00000,,,,,
5254,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1990.0,1990,,EUR,1990,1990,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,46132,46132.00000,,,,,
5255,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1976.0,1976,,EUR,1976,1976,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,74762,74762.00000,,,,,
5256,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1975.0,1975,,EUR,1975,1975,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,76536,76536.00000,,,,,
5257,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1974.0,1974,,EUR,1974,1974,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,77991,77991.00000,,,,,
5258,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1973.0,1973,,EUR,1973,1973,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,78970,78970.00000,,,,,
5259,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1959.0,1959,,EUR,1959,1959,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,80179,80179.00000,,,,,
5260,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1958.0,1958,,EUR,1958,1958,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,80322,80322.00000,,,,,
5261,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1957.0,1957,,EUR,1957,1957,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,80201,80201.00000,,,,,
5262,CM_03,Number of neonatal deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,,,,PUBLISHED,Published,,1956.0,1956,,EUR,1956,1956,Europe,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,79900,79900.00000,,,,,
